,Player,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year,Pts Won,Pts Max,Share
1462,Malik Fitts,23,2,18,74,9,22,6,12,0,0,2,20,5,0,0,2,7,24,0.409,0.5,,4.1,1.3,1.1,0.3,2021,0.0,0.0,0.0
1463,Malachi Flynn,22,4,175,2630,342,902,159,471,102,135,48,320,350,97,21,114,220,945,0.379,0.338,0.756,15.0,5.4,1.8,2.0,2021,0.0,0.0,0.0
1464,Trent Forrest,22,4,122,1423,139,304,10,56,63,74,43,190,203,48,13,87,90,351,0.457,0.179,0.851,11.7,2.9,1.6,1.7,2021,0.0,0.0,0.0
1465,Robert Franks,24,1,7,101,13,28,5,15,12,13,6,14,5,3,3,2,8,43,0.464,0.333,0.923,14.4,6.1,2.0,0.7,2021,0.0,0.0,0.0
1466,Anthony Gill,28,4,150,1440,183,340,25,87,115,149,97,265,82,25,33,51,166,506,0.538,0.287,0.772,9.6,3.4,1.8,0.5,2021,0.0,0.0,0.0
1467,Freddie Gillespie,23,2,29,511,53,106,0,1,26,40,55,133,14,16,29,17,61,132,0.5,0.0,0.65,17.6,4.6,4.6,0.5,2021,0.0,0.0,0.0
1468,Josh Green,20,4,189,3586,434,864,126,345,126,184,145,482,267,124,25,155,346,1120,0.502,0.365,0.685,19.0,5.9,2.6,1.4,2021,0.0,0.0,0.0
1469,Ashton Hagans,21,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,2.0,0.0,0.0,0.0,2021,0.0,0.0,0.0
1470,Tyrese Haliburton,20,4,221,7352,1400,2900,550,1349,490,571,152,812,1902,332,123,508,305,3840,0.483,0.408,0.858,33.3,17.4,3.7,8.6,2021,114.0,495.0,0.23
1471,Josh Hall,20,1,21,336,30,99,4,37,22,44,6,59,28,4,1,25,37,86,0.303,0.108,0.5,16.0,4.1,2.8,1.3,2021,0.0,0.0,0.0
1472,R.J. Hampton,19,4,169,3114,417,1021,133,394,188,277,72,466,306,90,32,185,220,1155,0.408,0.338,0.679,18.4,6.8,2.8,1.8,2021,0.0,0.0,0.0
1473,Jalen Harris,22,1,13,172,36,72,17,36,7,9,3,18,17,8,0,14,15,96,0.5,0.472,0.778,13.2,7.4,1.4,1.3,2021,0.0,0.0,0.0
1474,Killian Hayes,19,4,197,5183,650,1705,163,586,192,247,79,585,1008,238,89,401,513,1655,0.381,0.278,0.777,26.3,8.4,3.0,5.1,2021,0.0,0.0,0.0
1475,Nate Hinton,21,3,28,121,19,52,8,24,7,10,3,14,9,7,2,7,13,53,0.365,0.333,0.7,4.3,1.9,0.5,0.3,2021,0.0,0.0,0.0
1476,Markus Howard,21,2,68,381,79,207,46,135,27,32,3,33,25,13,1,25,40,231,0.382,0.341,0.844,5.6,3.4,0.5,0.4,2021,0.0,0.0,0.0
1477,Elijah Hughes,22,2,54,498,57,174,33,118,10,13,7,67,28,15,9,23,40,157,0.328,0.28,0.769,9.2,2.9,1.2,0.5,2021,0.0,0.0,0.0
1478,Isaiah Joe,21,4,202,3033,437,1046,318,809,157,189,46,341,177,96,26,89,226,1349,0.418,0.393,0.831,15.0,6.7,1.7,0.9,2021,0.0,0.0,0.0
1479,Mason Jones,22,2,36,385,59,138,25,70,52,79,8,65,46,9,1,30,32,195,0.428,0.357,0.658,10.7,5.4,1.8,1.3,2021,0.0,0.0,0.0
1480,Tre Jones,21,4,204,4118,644,1375,72,278,271,323,115,509,868,162,20,212,227,1631,0.468,0.259,0.839,20.2,8.0,2.5,4.3,2021,0.0,0.0,0.0
1481,Nathan Knight,23,3,108,837,128,269,18,68,127,172,81,213,43,26,24,54,105,401,0.476,0.265,0.738,7.8,3.7,2.0,0.4,2021,0.0,0.0,0.0
1482,Anthony Lamb,23,3,88,1618,194,434,96,272,64,81,83,286,121,34,25,73,168,548,0.447,0.353,0.79,18.4,6.2,3.3,1.4,2021,0.0,0.0,0.0
1483,Saben Lee,21,4,117,1816,225,526,33,117,169,228,54,237,359,89,28,118,157,652,0.428,0.282,0.741,15.5,5.6,2.0,3.1,2021,0.0,0.0,0.0
1484,Kira Lewis Jr.,19,4,117,1616,245,621,70,231,80,94,30,155,214,64,14,77,137,640,0.395,0.303,0.851,13.8,5.5,1.3,1.8,2021,0.0,0.0,0.0
1485,Didi Louzada,21,2,12,185,15,46,11,31,2,2,6,20,8,4,2,8,18,43,0.326,0.355,1.0,15.4,3.6,1.7,0.7,2021,0.0,0.0,0.0
1486,Will Magnay,22,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,,3.0,0.0,0.0,0.0,2021,0.0,0.0,0.0
1487,Théo Maledon,19,4,173,3740,466,1251,182,588,254,321,63,488,518,131,34,280,272,1368,0.373,0.31,0.791,21.6,7.9,2.8,3.0,2021,0.0,0.0,0.0
1488,Karim Mané,20,1,10,88,3,13,1,2,4,5,1,14,4,0,2,3,10,11,0.231,0.5,0.8,8.8,1.1,1.4,0.4,2021,0.0,0.0,0.0
1489,Nico Mannion,19,1,30,364,39,114,22,60,23,28,6,46,70,16,1,31,29,123,0.342,0.367,0.821,12.1,4.1,1.5,2.3,2021,0.0,0.0,0.0
1490,Naji Marshall,23,4,190,3723,507,1205,142,476,304,392,129,669,397,131,38,209,277,1460,0.421,0.298,0.776,19.6,7.7,3.5,2.1,2021,0.0,0.0,0.0
1491,KJ Martin,20,4,227,5152,866,1595,164,487,293,437,284,1008,283,114,112,194,366,2189,0.543,0.337,0.67,22.7,9.6,4.4,1.2,2021,0.0,0.0,0.0
1492,Dakota Mathias,25,2,14,139,21,54,10,32,2,6,1,9,14,2,3,1,8,54,0.389,0.313,0.333,9.9,3.9,0.6,1.0,2021,0.0,0.0,0.0
1493,Tyrese Maxey,20,4,228,6788,1406,2961,425,1044,610,708,77,638,859,154,70,257,433,3847,0.475,0.407,0.862,29.8,16.9,2.8,3.8,2021,0.0,0.0,0.0
1494,Skylar Mays,23,4,88,1034,163,368,48,140,55,64,26,116,172,41,6,47,55,429,0.443,0.343,0.859,11.8,4.9,1.3,2.0,2021,0.0,0.0,0.0
1495,Jaden McDaniels,20,4,235,6356,890,1829,284,788,206,282,234,881,324,180,207,258,749,2270,0.487,0.36,0.73,27.0,9.7,3.7,1.4,2021,0.0,0.0,0.0
1496,Sean McDermott,24,1,18,158,13,33,5,22,8,8,6,19,4,2,3,4,8,39,0.394,0.227,1.0,8.8,2.2,1.1,0.2,2021,0.0,0.0,0.0
1497,Sam Merrill,24,4,60,587,91,217,70,173,11,14,13,74,53,16,2,19,44,263,0.419,0.405,0.786,9.8,4.4,1.2,0.9,2021,0.0,0.0,0.0
1498,Aaron Nesmith,21,4,202,3847,531,1197,253,678,197,246,131,594,176,126,71,157,495,1512,0.444,0.373,0.801,19.0,7.5,2.9,0.9,2021,0.0,0.0,0.0
1499,Zeke Nnaji,20,4,166,2130,294,565,82,217,115,177,172,422,61,47,60,80,259,785,0.52,0.378,0.65,12.8,4.7,2.5,0.4,2021,0.0,0.0,0.0
1500,Jordan Nwora,22,4,166,2768,469,1098,201,524,129,161,104,532,165,70,39,157,186,1268,0.427,0.384,0.801,16.7,7.6,3.2,1.0,2021,0.0,0.0,0.0
1501,Chuma Okeke,22,4,159,3515,407,1052,201,620,101,126,120,649,264,166,77,115,189,1116,0.387,0.324,0.802,22.1,7.0,4.1,1.7,2021,0.0,0.0,0.0
1502,Onyeka Okongwu,20,4,210,4224,687,1074,16,58,329,434,472,1237,197,127,228,178,588,1719,0.64,0.276,0.758,20.1,8.2,5.9,0.9,2021,0.0,0.0,0.0
1503,Isaac Okoro,20,4,235,6454,696,1500,202,606,349,469,223,676,390,196,87,205,564,1943,0.464,0.333,0.744,27.5,8.3,2.9,1.7,2021,0.0,0.0,0.0
1504,Cameron Oliver,24,2,6,130,29,48,5,16,3,7,7,27,8,3,5,3,16,66,0.604,0.313,0.429,21.7,11.0,4.5,1.3,2021,0.0,0.0,0.0
1505,Daniel Oturu,21,2,33,188,25,58,1,6,12,17,22,53,10,4,9,9,25,63,0.431,0.167,0.706,5.7,1.9,1.6,0.3,2021,0.0,0.0,0.0
1506,Reggie Perry,20,2,36,398,72,157,7,37,19,28,42,120,26,15,12,26,73,170,0.459,0.189,0.679,11.1,4.7,3.3,0.7,2021,0.0,0.0,0.0
1507,Aleksej Pokusevski,19,4,147,3067,435,1124,154,516,89,129,150,697,297,79,124,239,209,1113,0.387,0.298,0.69,20.9,7.6,4.7,2.0,2021,0.0,0.0,0.0
1508,Jontay Porter,21,2,12,61,8,17,3,10,3,5,4,17,1,3,1,7,14,22,0.471,0.3,0.6,5.1,1.8,1.4,0.1,2021,0.0,0.0,0.0
1509,Payton Pritchard,23,4,218,3593,533,1249,313,790,86,102,123,486,424,90,19,152,243,1465,0.427,0.396,0.843,16.5,6.7,2.2,1.9,2021,0.0,0.0,0.0
1510,Immanuel Quickley,21,4,255,6170,1097,2606,494,1328,624,726,119,807,763,182,33,289,498,3312,0.421,0.372,0.86,24.2,13.0,3.2,3.0,2021,0.0,0.0,0.0
1511,Jahmi'us Ramsey,19,2,32,228,39,96,10,37,12,19,6,23,13,5,2,8,18,100,0.406,0.27,0.632,7.1,3.1,0.7,0.4,2021,0.0,0.0,0.0
1512,Paul Reed,21,4,166,1732,296,519,9,36,68,100,246,562,96,112,100,96,284,669,0.57,0.25,0.68,10.4,4.0,3.4,0.6,2021,0.0,0.0,0.0
1513,Nick Richards,23,4,159,2253,351,540,1,2,226,305,243,699,72,32,125,111,279,929,0.65,0.5,0.741,14.2,5.8,4.4,0.5,2021,0.0,0.0,0.0
1514,Grant Riller,23,1,7,27,8,12,2,4,0,0,0,1,3,1,0,1,0,18,0.667,0.5,,3.9,2.6,0.1,0.4,2021,0.0,0.0,0.0
1515,Jay Scrubb,20,3,24,235,37,89,10,32,13,17,4,36,10,10,3,17,16,97,0.416,0.313,0.765,9.8,4.0,1.5,0.4,2021,0.0,0.0,0.0
1516,Deividas Sirvydis,20,2,23,160,15,50,11,35,3,6,0,35,6,5,1,5,13,44,0.3,0.314,0.5,7.0,1.9,1.5,0.3,2021,0.0,0.0,0.0
1517,Jalen Smith,20,4,167,2698,523,1033,122,375,214,286,267,849,114,43,114,141,315,1382,0.506,0.325,0.748,16.2,8.3,5.1,0.7,2021,0.0,0.0,0.0
1518,Cassius Stanley,21,2,33,248,32,89,7,30,17,19,13,39,5,6,4,7,31,88,0.36,0.233,0.895,7.5,2.7,1.2,0.2,2021,0.0,0.0,0.0
1519,Lamar Stevens,23,4,177,2694,359,765,54,191,133,187,125,481,108,79,53,95,248,905,0.469,0.283,0.711,15.2,5.1,2.7,0.6,2021,0.0,0.0,0.0
1520,Isaiah Stewart,19,4,217,5544,779,1569,142,412,283,391,552,1670,259,89,215,263,601,1983,0.496,0.345,0.724,25.5,9.1,7.7,1.2,2021,0.0,0.0,0.0
1521,Jae'Sean Tate,25,4,209,5345,852,1709,153,492,299,424,337,1018,517,200,90,299,692,2156,0.499,0.311,0.705,25.6,10.3,4.9,2.5,2021,0.0,0.0,0.0
1522,Tyrell Terry,20,2,13,59,6,17,0,7,1,3,0,6,6,5,0,2,3,13,0.353,0.0,0.333,4.5,1.0,0.5,0.5,2021,0.0,0.0,0.0
1523,Brodric Thomas,24,2,44,459,47,126,18,68,34,51,10,63,41,16,11,28,47,146,0.373,0.265,0.667,10.4,3.3,1.4,0.9,2021,0.0,0.0,0.0
1524,Killian Tillie,22,2,54,643,62,184,37,119,14,19,27,84,30,28,23,15,78,175,0.337,0.311,0.737,11.9,3.2,1.6,0.6,2021,0.0,0.0,0.0
1525,Xavier Tillman Sr.,22,4,195,3390,504,953,46,168,136,233,293,820,264,175,97,140,310,1190,0.529,0.274,0.584,17.4,6.1,4.2,1.4,2021,0.0,0.0,0.0
1526,Obi Toppin,22,4,234,3754,693,1362,205,612,191,250,161,726,219,83,80,142,298,1782,0.509,0.335,0.764,16.0,7.6,3.1,0.9,2021,0.0,0.0,0.0
1527,Devin Vassell,20,4,200,5056,908,2082,369,999,271,332,89,728,417,197,82,174,319,2456,0.436,0.369,0.816,25.3,12.3,3.6,2.1,2021,0.0,0.0,0.0
1528,Greg Whittington,27,1,4,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,3.0,0.0,0.0,0.0,2021,0.0,0.0,0.0
1529,Patrick Williams,19,4,206,5716,758,1605,232,561,254,327,202,866,267,177,154,260,368,2002,0.472,0.414,0.777,27.7,9.7,4.2,1.3,2021,0.0,0.0,0.0
1530,Dylan Windler,24,4,87,989,97,233,49,151,36,45,41,197,69,34,15,49,85,279,0.416,0.325,0.8,11.4,3.2,2.3,0.8,2021,0.0,0.0,0.0
1531,Cassius Winston,22,2,29,137,18,44,10,23,9,10,0,10,19,2,1,8,17,55,0.409,0.435,0.9,4.7,1.9,0.3,0.7,2021,0.0,0.0,0.0
1532,James Wiseman,19,3,107,2033,446,800,16,59,139,209,163,593,70,22,78,135,278,1047,0.558,0.271,0.665,19.0,9.8,5.5,0.7,2021,0.0,0.0,0.0
1533,Robert Woodard II,21,2,25,87,10,36,2,10,5,10,9,27,5,1,4,2,7,27,0.278,0.2,0.5,3.5,1.1,1.1,0.2,2021,0.0,0.0,0.0
1534,Santi Aldama,21,3,136,2691,412,906,144,439,154,219,154,611,167,68,76,102,223,1122,0.455,0.328,0.703,19.8,8.3,4.5,1.2,2022,0.0,0.0,0.0
1535,Jose Alvarado,23,3,136,2501,385,908,143,428,116,158,64,293,378,161,26,140,231,1029,0.424,0.334,0.734,18.4,7.6,2.2,2.8,2022,0.0,0.0,0.0
1536,Joel Ayayi,21,1,7,20,1,6,0,1,0,0,1,3,4,0,0,0,0,2,0.167,0.0,,2.9,0.3,0.4,0.6,2022,0.0,0.0,0.0
1537,Dalano Banton,22,3,110,1086,154,365,29,110,52,78,60,198,142,43,25,79,116,389,0.422,0.264,0.667,9.9,3.5,1.8,1.3,2022,0.0,0.0,0.0
1538,Cat Barber,27,1,3,13,0,4,0,0,0,4,1,3,3,0,0,1,1,0,0.0,,0.0,4.3,0.0,1.0,1.0,2022,0.0,0.0,0.0
1539,Scottie Barnes,20,3,185,6495,1187,2499,195,609,457,601,461,1378,824,213,163,371,431,3026,0.475,0.32,0.76,35.1,16.4,7.4,4.5,2022,378.0,500.0,0.756
1540,Paris Bass,26,1,2,7,2,6,0,2,2,2,2,4,0,1,0,2,2,6,0.333,0.0,1.0,3.5,3.0,2.0,0.0,2022,0.0,0.0,0.0
1541,Charles Bassey,21,3,77,881,146,222,3,13,36,55,120,331,75,29,67,64,137,331,0.658,0.231,0.655,11.4,4.3,4.3,1.0,2022,0.0,0.0,0.0
1542,Leandro Bolmaro,21,2,49,309,20,74,5,22,11,13,20,50,28,9,1,20,36,56,0.27,0.227,0.846,6.3,1.1,1.0,0.6,2022,0.0,0.0,0.0
1543,Brandon Boston Jr.,20,3,78,1052,186,471,49,152,94,116,26,147,74,36,13,44,69,515,0.395,0.322,0.81,13.5,6.6,1.9,0.9,2022,0.0,0.0,0.0
1544,James Bouknight,21,3,70,847,126,349,56,169,47,61,31,130,70,21,6,48,79,355,0.361,0.331,0.77,12.1,5.1,1.9,1.0,2022,0.0,0.0,0.0
1545,Chaundee Brown Jr.,23,1,5,104,10,32,6,18,5,6,1,16,4,2,0,1,7,31,0.313,0.333,0.833,20.8,6.2,3.2,0.8,2022,0.0,0.0,0.0
1546,Greg Brown III,20,3,69,761,94,224,20,69,53,86,42,161,41,30,30,45,106,261,0.42,0.29,0.616,11.0,3.8,2.3,0.6,2022,0.0,0.0,0.0
1547,Shaq Buchanan,25,1,2,10,1,4,0,2,0,0,1,2,2,1,0,2,1,2,0.25,0.0,,5.0,1.0,1.0,1.0,2022,0.0,0.0,0.0
1548,Jared Butler,21,3,63,556,100,228,43,124,23,31,6,60,98,30,9,48,66,266,0.439,0.347,0.742,8.8,4.2,1.0,1.6,2022,0.0,0.0,0.0
1549,Ahmad Caver,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,,,1.0,2.0,0.0,0.0,2022,0.0,0.0,0.0
1550,Justin Champagnie,20,2,41,315,36,82,11,33,9,9,40,80,15,9,4,8,34,92,0.439,0.333,1.0,7.7,2.2,2.0,0.4,2022,0.0,0.0,0.0
1551,Josh Christopher,20,2,138,2120,377,829,77,278,128,173,72,257,223,98,28,174,156,959,0.455,0.277,0.74,15.4,6.9,1.9,1.6,2022,0.0,0.0,0.0
1552,Sharife Cooper,20,1,13,39,3,14,1,6,0,0,0,5,5,0,0,5,1,7,0.214,0.167,,3.0,0.5,0.4,0.4,2022,0.0,0.0,0.0
1553,Petr Cornelie,26,1,13,38,5,15,1,8,3,4,7,14,3,1,1,4,7,14,0.333,0.125,0.75,2.9,1.1,1.1,0.2,2022,0.0,0.0,0.0
1554,Jarron Cumberland,24,1,3,12,1,2,0,1,0,0,1,3,1,0,0,0,2,2,0.5,0.0,,4.0,0.7,1.0,0.3,2022,0.0,0.0,0.0
1555,Cade Cunningham,20,3,110,3683,815,1911,196,615,316,370,86,566,683,123,61,407,330,2142,0.426,0.319,0.854,33.5,19.5,5.1,6.2,2022,153.0,500.0,0.306
1556,Javin DeLaurier,23,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,3.0,0.0,1.0,0.0,2022,0.0,0.0,0.0
1557,Ayo Dosunmu,22,3,191,4979,665,1338,161,474,146,196,96,518,526,148,65,235,425,1637,0.497,0.34,0.745,26.1,8.6,2.7,2.8,2022,0.0,0.0,0.0
1558,Jeff Dowtin,24,2,34,367,33,83,6,25,8,11,14,41,41,14,4,10,18,80,0.398,0.24,0.727,10.8,2.4,1.2,1.2,2022,0.0,0.0,0.0
1559,Chris Duarte,24,3,131,2842,432,1066,168,490,167,204,71,400,206,99,21,149,216,1199,0.405,0.343,0.819,21.7,9.2,3.1,1.6,2022,0.0,0.0,0.0
1560,David Duke Jr.,22,2,45,569,75,186,10,49,29,38,41,96,38,24,8,27,67,189,0.403,0.204,0.763,12.6,4.2,2.1,0.8,2022,0.0,0.0,0.0
1561,Jaime Echenique,24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,2022,0.0,0.0,0.0
1562,Kessler Edwards,21,3,109,1495,159,394,72,213,28,36,70,251,60,45,32,56,134,418,0.404,0.338,0.778,13.7,3.8,2.3,0.6,2022,0.0,0.0,0.0
1563,Rob Edwards,25,1,2,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3,0.25,0.25,,5.5,1.5,1.5,0.0,2022,0.0,0.0,0.0
1564,Aleem Ford,24,1,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,0.3,0.133,,14.8,2.8,3.0,0.4,2022,0.0,0.0,0.0
1565,Marcus Garrett,23,1,12,128,5,21,1,4,2,5,9,23,7,5,3,2,16,13,0.238,0.25,0.4,10.7,1.1,1.9,0.6,2022,0.0,0.0,0.0
1566,Usman Garuba,19,3,101,1215,105,222,29,79,34,54,141,390,82,55,40,53,164,273,0.473,0.367,0.63,12.0,2.7,3.9,0.8,2022,0.0,0.0,0.0
1567,Luka Garza,23,3,66,650,133,275,30,91,84,121,94,170,40,12,8,33,104,380,0.484,0.33,0.694,9.8,5.8,2.6,0.6,2022,0.0,0.0,0.0
1568,Josh Giddey,19,3,162,4874,981,2142,165,535,194,264,294,1210,955,132,64,462,274,2321,0.458,0.308,0.735,30.1,14.3,7.5,5.9,2022,0.0,0.0,0.0
1569,Jordan Goodwin,23,3,95,1638,223,532,61,197,76,96,95,321,242,78,34,84,136,583,0.419,0.31,0.792,17.2,6.1,3.4,2.5,2022,0.0,0.0,0.0
1570,Hassani Gravett,25,1,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,0.474,0.423,0.75,21.4,6.3,2.6,2.5,2022,0.0,0.0,0.0
1571,Jalen Green,19,3,175,5705,1157,2770,415,1214,668,844,87,656,556,121,47,406,275,3397,0.418,0.342,0.791,32.6,19.4,3.7,3.2,2022,3.0,500.0,0.006
1572,Quentin Grimes,21,3,148,3538,447,1015,280,732,95,125,81,368,226,98,38,109,295,1269,0.44,0.383,0.76,23.9,8.6,2.5,1.5,2022,0.0,0.0,0.0
1573,Tyler Hall,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,2022,0.0,0.0,0.0
1574,Sam Hauser,24,3,139,2184,300,660,237,564,20,27,66,349,114,45,32,48,154,857,0.455,0.42,0.741,15.7,6.2,2.5,0.8,2022,0.0,0.0,0.0
1575,Aaron Henry,22,1,6,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2,0.2,0.0,,2.8,0.3,0.2,0.0,2022,0.0,0.0,0.0
1576,Malcolm Hill,26,2,24,221,26,56,14,39,11,14,11,38,8,7,3,3,25,77,0.464,0.359,0.786,9.2,3.2,1.6,0.3,2022,0.0,0.0,0.0
1577,Jay Huff,23,3,13,117,16,29,6,14,15,16,7,25,11,4,5,6,16,53,0.552,0.429,0.938,9.0,4.1,1.9,0.8,2022,0.0,0.0,0.0
1578,Feron Hunt,22,1,2,8,0,2,0,0,0,0,1,1,1,1,0,1,1,0,0.0,,,4.0,0.0,0.5,0.5,2022,0.0,0.0,0.0
1579,Bones Hyland,21,3,140,2622,500,1246,268,728,203,239,36,338,390,88,35,188,271,1471,0.401,0.368,0.849,18.7,10.5,2.4,2.8,2022,0.0,0.0,0.0
1580,Isaiah Jackson,20,3,124,1946,369,634,7,32,193,286,212,541,85,71,177,107,317,938,0.582,0.219,0.675,15.7,7.6,4.4,0.7,2022,0.0,0.0,0.0
1581,DeJon Jarreau,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2022,0.0,0.0,0.0
1582,David Johnson,20,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,2022,0.0,0.0,0.0
1583,Jalen Johnson,20,3,111,1740,295,556,55,170,92,133,79,461,137,63,52,88,165,737,0.531,0.324,0.692,15.7,6.6,4.2,1.2,2022,0.0,0.0,0.0
1584,Keon Johnson,19,3,78,1134,166,458,64,185,72,96,35,126,136,48,19,90,113,468,0.362,0.346,0.75,14.5,6.0,1.6,1.7,2022,0.0,0.0,0.0
1585,Carlik Jones,24,2,12,79,7,24,3,7,7,10,2,8,11,3,0,5,2,24,0.292,0.429,0.7,6.6,2.0,0.7,0.9,2022,0.0,0.0,0.0
1586,Herbert Jones,23,3,176,5236,630,1333,151,444,325,399,234,689,410,277,133,231,544,1736,0.473,0.34,0.815,29.8,9.9,3.9,2.3,2022,1.0,500.0,0.002
1587,Kai Jones,21,2,67,613,76,134,5,21,22,34,40,134,19,18,32,37,73,179,0.567,0.238,0.647,9.1,2.7,2.0,0.3,2022,0.0,0.0,0.0
1588,Georgios Kalaitzakis,23,1,13,214,31,67,10,26,14,30,6,21,12,11,2,20,19,86,0.463,0.385,0.467,16.5,6.6,1.6,0.9,2022,0.0,0.0,0.0
1589,Braxton Key,24,3,23,235,37,83,6,23,11,18,14,57,17,11,11,11,29,91,0.446,0.261,0.611,10.2,4.0,2.5,0.7,2022,0.0,0.0,0.0
1590,Corey Kispert,22,3,183,4610,655,1375,339,878,178,217,97,484,219,78,36,133,244,1827,0.476,0.386,0.82,25.2,10.0,2.6,1.2,2022,0.0,0.0,0.0
1591,Vit Krejci,21,2,59,855,83,204,37,119,20,24,24,127,74,24,9,34,82,223,0.407,0.311,0.833,14.5,3.8,2.2,1.3,2022,0.0,0.0,0.0
1592,Arnoldas Kulboka,24,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,,2.5,0.0,0.0,0.0,2022,0.0,0.0,0.0
1593,Jonathan Kuminga,19,3,170,3309,654,1267,127,377,306,453,166,600,236,91,63,214,375,1741,0.516,0.337,0.675,19.5,10.2,3.5,1.4,2022,0.0,0.0,0.0
1594,Jock Landale,26,3,143,1746,294,583,52,186,121,156,201,456,123,31,49,98,199,761,0.504,0.28,0.776,12.2,5.3,3.2,0.9,2022,0.0,0.0,0.0
1595,Scottie Lewis,21,1,2,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1,,,0.5,3.5,0.5,0.0,0.5,2022,0.0,0.0,0.0
1596,Isaiah Livers,23,3,89,1950,191,473,117,331,54,69,53,237,81,51,38,61,172,553,0.404,0.353,0.783,21.9,6.2,2.7,0.9,2022,0.0,0.0,0.0
1597,Gabriel Lundberg,27,1,4,44,5,19,3,8,0,0,2,7,11,3,0,3,7,13,0.263,0.375,,11.0,3.3,1.8,2.8,2022,0.0,0.0,0.0
1598,Sandro Mamukelashvili,22,3,103,1203,172,390,59,177,67,91,117,304,108,26,26,58,93,470,0.441,0.333,0.736,11.7,4.6,3.0,1.0,2022,0.0,0.0,0.0
1599,Tre Mann,20,3,139,2652,444,1124,184,544,108,138,55,343,227,90,23,141,204,1180,0.395,0.338,0.783,19.1,8.5,2.5,1.6,2022,0.0,0.0,0.0
1600,Miles McBride,21,3,125,1249,125,358,66,224,37,56,18,97,122,57,9,31,119,353,0.349,0.295,0.661,10.0,2.8,0.8,1.0,2022,0.0,0.0,0.0
1601,Mac McClung,23,2,4,66,12,26,5,14,4,6,3,13,10,1,1,6,8,33,0.462,0.357,0.667,16.5,8.3,3.3,2.5,2022,0.0,0.0,0.0
1602,Cameron McGriff,24,1,3,46,5,14,2,6,2,2,6,15,3,0,1,0,7,14,0.357,0.333,1.0,15.3,4.7,5.0,1.0,2022,0.0,0.0,0.0
1603,JaQuori McLaughlin,24,1,4,11,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,,2.8,0.0,0.0,0.5,2022,0.0,0.0,0.0
1604,Davion Mitchell,23,3,181,3865,569,1340,177,568,92,131,52,296,550,104,41,192,285,1407,0.425,0.312,0.702,21.4,7.8,1.6,3.0,2022,0.0,0.0,0.0
1605,Evan Mobley,20,3,169,5751,1089,2025,47,204,422,621,386,1501,459,133,269,327,425,2647,0.538,0.23,0.68,34.0,15.7,8.9,2.7,2022,363.0,500.0,0.726
1606,Moses Moody,19,3,146,1983,280,603,119,336,106,142,82,284,101,46,27,70,139,785,0.464,0.354,0.746,13.6,5.4,1.9,0.7,2022,0.0,0.0,0.0
1607,Xavier Moon,27,3,16,169,29,62,6,18,3,5,2,19,32,7,3,8,12,67,0.468,0.333,0.6,10.6,4.2,1.2,2.0,2022,0.0,0.0,0.0
1608,Ade Murkey,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2022,0.0,0.0,0.0
1609,Trey Murphy III,21,3,153,3636,554,1200,306,761,245,274,110,476,170,121,54,85,229,1659,0.462,0.402,0.894,23.8,10.8,3.1,1.1,2022,0.0,0.0,0.0
1610,RJ Nembhard Jr.,22,1,14,63,6,18,0,2,3,4,3,7,12,1,0,3,2,15,0.333,0.0,0.75,4.5,1.1,0.5,0.9,2022,0.0,0.0,0.0
1611,Daishen Nix,19,3,87,1196,111,312,49,171,40,68,25,132,172,47,7,112,80,311,0.356,0.287,0.588,13.7,3.6,1.5,2.0,2022,0.0,0.0,0.0
1612,Eugene Omoruyi,24,3,61,762,132,282,31,106,67,98,55,144,40,36,4,43,110,362,0.468,0.292,0.684,12.5,5.9,2.4,0.7,2022,0.0,0.0,0.0
1613,Jaysean Paige,27,1,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,0.0,0.0,,7.0,0.0,1.0,1.0,2022,0.0,0.0,0.0
